Table S2 Pseudobulk differential expression results across all cell types,,,,,,,,,,
gene,celltype,avg_log2FC,AveExpr,t,p_val,p_val_adj,B,n_Young,n_Aged,direction
ROCK1,SMC1,-1.092579884,7.38578675,-5.12335222,0.000178249,0.006642958,0.885230756,5,5,Down
RNF152,SMC1,-1.311365455,7.750145665,-5.123037452,0.000178349,0.006642958,0.872052335,5,5,Down
COL12A1,SMC1,2.641294727,8.321957227,5.10468417,0.000184293,0.006822246,0.788241888,5,5,Up
TBC1D16,SMC1,1.440096093,5.851428186,5.089843278,0.000189251,0.006963041,0.892039575,5,5,Up
PDGFRA,SMC1,4.963960615,5.628497274,5.084056795,0.000191221,0.006992895,0.945759481,5,5,Up
SLC9A9,SMC1,3.183032231,6.780849297,5.079495066,0.000192789,0.007007777,0.814321341,5,5,Up
EFCAB13,SMC1,1.67255027,5.781833686,5.064014946,0.000198212,0.007161747,0.852892535,5,5,Up
APOD,SMC1,4.193975179,8.142751368,5.058883861,0.000200044,0.007184927,0.730626991,5,5,Up
ZFHX4,SMC1,3.147654161,5.083635151,5.054371344,0.00020167,0.007200467,0.945332521,5,5,Up
BCL2,SMC1,-1.147239579,8.262503021,-5.046027615,0.000204713,0.007266112,0.708061507,5,5,Down
ANOS1,SMC1,2.843076686,4.635235723,5.039920234,0.000206971,0.007269496,0.913190117,5,5,Up
COLGALT2,SMC1,4.02010053,3.806707649,5.039255253,0.000207218,0.007269496,0.633727511,5,5,Up
ARHGEF10,SMC1,1.080600478,6.551989354,5.034531651,0.000208984,0.00728907,0.733920691,5,5,Up
MRTFB,SMC1,-1.347253954,6.639799022,-5.026012508,0.000212209,0.007359005,0.7824293,5,5,Down
RCAN2,SMC1,-2.106637166,7.407235452,-5.019481003,0.000214716,0.007403407,0.731926478,5,5,Down
NAV3,SMC1,5.163843971,4.369987102,5.015480108,0.000216267,0.00741452,0.622007012,5,5,Up
NR2F2,SMC1,-2.142335131,7.67674148,-4.993961889,0.000224812,0.007569792,0.664314723,5,5,Down
TGFBR2,SMC1,1.647514559,6.924484946,4.993803168,0.000224876,0.007569792,0.631970357,5,5,Up
IRF1,SMC1,1.233794993,9.065352619,4.993734129,0.000224904,0.007569792,0.583768255,5,5,Up
SPRY1,SMC1,1.694145564,6.17771274,4.990263271,0.000226315,0.007569792,0.682797843,5,5,Up
MOB3B,SMC1,-1.871221733,5.893973973,-4.988420246,0.000227069,0.007569792,0.819859078,5,5,Down
CRIM1,SMC1,-1.460499048,8.530874031,-4.984394586,0.000228723,0.007583045,0.594381596,5,5,Down
DOCK10,SMC1,-2.310512877,6.426615215,-4.980880481,0.000230177,0.00758956,0.759537571,5,5,Down
STON2,SMC1,1.971924993,5.822074182,4.969611139,0.000234906,0.007703393,0.681814138,5,5,Up
SUGCT,SMC1,1.38244525,6.018722014,4.964054233,0.000237275,0.00773902,0.651453723,5,5,Up
SCN4B,SMC1,-2.90237534,5.307878013,-4.95472727,0.000241307,0.007821845,0.744434472,5,5,Down
MMP16,SMC1,4.960114095,3.686328109,4.952211396,0.000242407,0.007821845,0.492436878,5,5,Up
PODN,SMC1,1.678791905,6.094283789,4.942326334,0.000246779,0.007920559,0.604436237,5,5,Up
LRRTM4,SMC1,6.582416048,7.660636304,4.93743464,0.000248973,0.00793088,0.693741462,5,5,Up
PARP14,SMC1,1.195004115,5.93337941,4.935757989,0.000249729,0.00793088,0.611380196,5,5,Up
SLIT2,SMC1,3.330366634,8.774789058,4.917190417,0.000258269,0.0081262,0.448779598,5,5,Up
CXCL3,SMC1,3.0480782,6.026347777,4.916541561,0.000258573,0.0081262,0.601378377,5,5,Up
UBASH3B,SMC1,1.975782513,8.198344517,4.905464783,0.000263818,0.008248078,0.426501416,5,5,Up
PFKFB3,SMC1,1.515316003,8.307669704,4.898598927,0.000267125,0.008279936,0.412597691,5,5,Up
P4HA1,SMC1,1.063352043,7.292492763,4.895183188,0.000268786,0.008279936,0.435739954,5,5,Up
SPAG17,SMC1,6.159421724,5.843421182,4.89483861,0.000268954,0.008279936,0.580686591,5,5,Up
CXCL14,SMC1,4.208708472,6.357421019,4.887087333,0.000272765,0.008312201,0.595196144,5,5,Up
HSPG2,SMC1,2.804156652,7.043576747,4.886569641,0.000273022,0.008312201,0.440980757,5,5,Up
FAM184A,SMC1,1.413529358,5.466133974,4.883242931,0.000274677,0.008312201,0.568611654,5,5,Up
MEDAG,SMC1,2.395167439,8.149821372,4.876875895,0.000277873,0.008312201,0.376238365,5,5,Up
PSAP,SMC1,1.321886089,8.061674204,4.87612119,0.000278254,0.008312201,0.375405292,5,5,Up
RGS5,SMC1,-2.017730999,8.550535711,-4.875049043,0.000278797,0.008312201,0.405871053,5,5,Down
TRIB1,SMC1,1.172026657,7.059224014,4.872795139,0.000279941,0.008312201,0.406356198,5,5,Up
SESN1,SMC1,-1.184131958,7.557284591,-4.867700874,0.000282546,0.008312201,0.42014129,5,5,Down
CRADD,SMC1,1.730297454,5.884069229,4.865024619,0.000283925,0.008312201,0.486803753,5,5,Up
ACSL4,SMC1,2.150305973,7.937327037,4.862688517,0.000285134,0.008312201,0.353392533,5,5,Up
SSC5D,SMC1,2.136621777,4.338964844,4.861600092,0.000285699,0.008312201,0.612487077,5,5,Up
ADGRL3,SMC1,-1.958213211,10.61146003,-4.857849111,0.000287656,0.008312201,0.347147476,5,5,Down
NCK2,SMC1,-1.259113144,6.960551709,-4.857363069,0.00028791,0.008312201,0.445366105,5,5,Down
MAP3K5,SMC1,-2.063850757,6.940225056,-4.854376973,0.000289479,0.008317701,0.474791177,5,5,Down
SYNPO2,SMC1,-1.681241377,8.516489344,-4.851716049,0.000290885,0.008318477,0.357816641,5,5,Down
CPQ,SMC1,1.021029237,8.166236908,4.834813816,0.00029998,0.008538115,0.29915934,5,5,Up
COL15A1,SMC1,4.167100266,7.191366338,4.824955817,0.000305421,0.008647637,0.36585355,5,5,Up
FBLN2,SMC1,4.985789006,5.930055673,4.822022821,0.000307059,0.008647637,0.551980638,5,5,Up
LAMP1,SMC1,0.99353774,6.760050575,4.820118977,0.000308128,0.008647637,0.331275288,5,5,Up
NIBAN1,SMC1,2.063494803,7.616661106,4.80908656,0.000314395,0.008754686,0.263460192,5,5,Up
TPM2,SMC1,-1.668423867,7.942966295,-4.808305891,0.000314844,0.008754686,0.302836413,5,5,Down
H6PD,SMC1,1.485336178,5.093001691,4.805706965,0.000316342,0.008755985,0.475566373,5,5,Up
ANGPT2,SMC1,-2.306899827,7.585725547,-4.798242975,0.000320685,0.008835664,0.325877772,5,5,Down
BCHE,SMC1,3.361350666,3.795556822,4.777421312,0.00033313,0.009108298,0.277262227,5,5,Up
PLXDC2,SMC1,3.480537816,7.033416969,4.776286594,0.000333822,0.009108298,0.257784348,5,5,Up
SLC7A5,SMC1,-1.550896538,7.80078222,-4.774186119,0.000335108,0.009108298,0.246366937,5,5,Down
CFD,SMC1,6.350623919,8.808240592,4.759204734,0.000344429,0.009319659,0.20665856,5,5,Up
GMDS,SMC1,-0.885681141,7.750616507,-4.744988164,0.000353523,0.009523016,0.175977596,5,5,Down
KIAA1958,SMC1,-2.105451126,6.25891483,-4.742351869,0.000355236,0.009526644,0.384841088,5,5,Down
SERPINE3,SMC1,2.245888396,4.937897415,4.736853888,0.000358837,0.009580642,0.376707411,5,5,Up
MEG3,SMC1,5.479638817,6.877742423,4.731559399,0.000362341,0.009608014,0.347249751,5,5,Up
FRMD3,SMC1,-2.207253336,7.119652158,-4.73049889,0.000363047,0.009608014,0.235346574,5,5,Down
FAT4,SMC1,1.574582581,6.341494236,4.718850042,0.000370897,0.009772906,0.175971928,5,5,Up
LPAR1,SMC1,5.052186723,4.550784383,4.713265698,0.000374723,0.009825846,0.208269313,5,5,Up
PRPSAP1,SMC1,1.525156597,6.931555976,4.711178193,0.000376163,0.009825846,0.11643342,5,5,Up
ANKH,SMC1,2.679156826,7.416245503,4.708756009,0.000377842,0.009827153,0.092892509,5,5,Up
TMTC2,SMC1,2.41316452,7.126199193,4.703716887,0.000381359,0.009876061,0.094204002,5,5,Up
STK32B,SMC1,5.42739115,3.827636948,4.688266142,0.000392357,0.010117435,0.11961421,5,5,Up
GPR176,SMC1,-1.404706092,5.584707796,-4.682178238,0.00039678,0.010187947,0.297180277,5,5,Down
PLAC9,SMC1,1.485345509,7.638823736,4.678541304,0.000399446,0.010212964,0.022119862,5,5,Up
ENOX1,SMC1,-1.183583037,8.709249998,-4.674793822,0.000402214,0.010240329,0.019297415,5,5,Down
BICC1,SMC1,3.512557721,6.62722334,4.657652448,0.000415128,0.010509804,0.079976846,5,5,Up
GUCY1A2,SMC1,-1.765033513,8.599906526,-4.656147498,0.000416282,0.010509804,-0.002542909,5,5,Down
ARHGDIB,SMC1,-2.640031473,5.438212488,-4.64652607,0.000423739,0.010610661,0.259416641,5,5,Down
PLEKHO1,SMC1,-1.482574868,6.641228738,-4.646456439,0.000423793,0.010610661,0.111123006,5,5,Down
GPRC5A,SMC1,1.251454101,8.756986149,4.640370241,0.000428583,0.010678995,-0.065083478,5,5,Up
LGALS3BP,SMC1,1.379078868,6.577993465,4.6345601,0.000433207,0.010678995,0.001319802,5,5,Up
CCDC3,SMC1,-1.811023331,6.83853947,-4.63450903,0.000433248,0.010678995,0.087601873,5,5,Down
CD248,SMC1,2.737286523,4.824159102,4.634066645,0.000433602,0.010678995,0.2340829,5,5,Up
LINC00598,SMC1,3.373561063,3.34087033,4.631538965,0.000435632,0.010685372,-0.009900286,5,5,Up
LINC01197,SMC1,-3.045904904,5.622823492,-4.626459822,0.00043974,0.010742477,0.203397429,5,5,Down
NR1D2,SMC1,-1.617653901,5.842059052,-4.620327651,0.000444754,0.01079502,0.181804503,5,5,Down
OGFRL1,SMC1,1.847671898,6.184320151,4.619458715,0.000445469,0.01079502,0.009329754,5,5,Up
ANGPTL2,SMC1,1.198368682,7.453703853,4.612328029,0.000451383,0.010831483,-0.092348616,5,5,Up
C1R,SMC1,1.764249032,7.815061994,4.611945619,0.000451703,0.010831483,-0.106885346,5,5,Up
KLF4,SMC1,1.60615134,6.915110209,4.611161218,0.000452359,0.010831483,-0.067115159,5,5,Up
EDNRA,SMC1,-1.735532771,7.827027184,-4.608610095,0.000454499,0.01083972,-0.060028402,5,5,Down
ARL6IP5,SMC1,1.229693926,6.085251062,4.605169291,0.000457403,0.010861849,-0.006192913,5,5,Up
SERPINF1,SMC1,2.903473132,6.357530944,4.601144859,0.000460823,0.010861849,-0.020441324,5,5,Up
LRP1B,SMC1,6.017309025,6.138431727,4.60113981,0.000460828,0.010861849,0.1563315,5,5,Up
AC083870.1,SMC1,-1.724073882,5.7547751,-4.585973684,0.000473957,0.011102647,0.13577007,5,5,Down
RASAL2,SMC1,-1.094245153,9.995750916,-4.58403402,0.000475664,0.011102647,-0.160507622,5,5,Down
COBLL1,SMC1,-1.692840581,7.292704746,-4.580938744,0.000478401,0.011102647,-0.069770925,5,5,Down
GJC1,SMC1,-1.972696446,5.65812354,-4.580935441,0.000478404,0.011102647,0.126527358,5,5,Down
LINC01117,SMC1,2.65336573,4.885986687,4.575665497,0.000483101,0.011168708,0.130761613,5,5,Up
ADAMTS9-AS2,SMC1,-1.524356792,9.907121371,-4.570790711,0.000487489,0.011227131,-0.18341313,5,5,Down
ADH1B,SMC1,6.088236302,3.584600818,4.567126156,0.000490815,0.01126074,-0.056523158,5,5,Up
IGFBP5,SMC1,-1.98109049,10.49735296,-4.564890138,0.000492855,0.011264728,-0.193734167,5,5,Down
CREB3L2,SMC1,-0.953182914,8.37592364,-4.545431432,0.000510989,0.011635115,-0.21639222,5,5,Down
ITM2B,SMC1,1.145780359,9.065291479,4.541909052,0.000514344,0.011667491,-0.248031097,5,5,Up
ACTA2,SMC1,-2.123700596,8.320070196,-4.533466177,0.00052248,0.011705809,-0.210559342,5,5,Down
COL8A1,SMC1,5.368755019,4.874899761,4.528278632,0.000527545,0.011705809,-0.062408508,5,5,Up
PDGFD,SMC1,4.548795062,3.733942051,4.526123341,0.000529664,0.011705809,-0.127059763,5,5,Up
CSPP1,SMC1,-1.380350896,7.021879037,-4.526092737,0.000529694,0.011705809,-0.15287073,5,5,Down
WNT5B,SMC1,2.608417935,5.202749133,4.525344831,0.000530432,0.011705809,-0.029687164,5,5,Up
LCORL,SMC1,-1.196111529,6.917683248,-4.524586831,0.00053118,0.011705809,-0.16391861,5,5,Down
MXI1,SMC1,-1.634827175,6.505224342,-4.524244111,0.000531519,0.011705809,-0.103904676,5,5,Down
MT-ND5,SMC1,0.887302916,10.5344888,4.521001661,0.000534736,0.011705809,-0.276340801,5,5,Up
FN1,SMC1,1.878031603,8.877285669,4.520536905,0.000535198,0.011705809,-0.289136193,5,5,Up
AC024230.1,SMC1,5.153017591,6.271753831,4.520301144,0.000535433,0.011705809,0.033935881,5,5,Up
MXRA8,SMC1,1.541516555,5.483277042,4.51692011,0.000538813,0.011737174,-0.096711347,5,5,Up
CSRNP3,SMC1,-2.024850486,5.381051455,-4.513531414,0.000542223,0.011768959,0.022814806,5,5,Down
TTLL7,SMC1,-1.495511154,5.995901473,-4.507440135,0.000548408,0.011857323,-0.067586082,5,5,Down
TNFRSF10B,SMC1,1.667589026,7.298643049,4.504160145,0.000551768,0.011857323,-0.288252283,5,5,Up
FBXL3,SMC1,-1.295013091,5.515390613,-4.50375094,0.000552189,0.011857323,-0.02139989,5,5,Down
ERN1,SMC1,1.23924183,6.591174098,4.493497808,0.00056284,0.012043186,-0.258700018,5,5,Up
ATXN1,SMC1,-1.106180774,8.689929929,-4.488513149,0.000568095,0.012112669,-0.327395602,5,5,Down
IGF2BP2,SMC1,-2.009765664,6.638178918,-4.482306298,0.000574709,0.012210544,-0.13216135,5,5,Down
CYBRD1,SMC1,1.158985756,7.297650071,4.466773518,0.000591612,0.012525562,-0.356139885,5,5,Up
CDH6,SMC1,-2.842763846,5.148110282,-4.459729438,0.000599445,0.012644869,-0.093733752,5,5,Down
CYP1B1-AS1,SMC1,4.607300286,4.495116612,4.455785005,0.000603879,0.012644869,-0.163981793,5,5,Up
RAP2A,SMC1,-1.950735428,4.953202019,-4.455007382,0.000604757,0.012644869,-0.076757845,5,5,Down
EZR,SMC1,-1.674580706,6.280339229,-4.454235645,0.000605629,0.012644869,-0.172989347,5,5,Down
LRRN4CL,SMC1,4.214979541,4.08424456,4.450517087,0.000609852,0.012689134,-0.197506608,5,5,Up
CYCS,SMC1,-1.23518609,7.425591827,-4.428173516,0.000635875,0.013185119,-0.379458966,5,5,Down
INSIG1,SMC1,2.351167131,6.567151671,4.426284503,0.000638127,0.0131865,-0.378483655,5,5,Up
SLC44A1,SMC1,1.139100596,6.18889794,4.422372131,0.000642817,0.01322168,-0.353936469,5,5,Up
SLC24A3,SMC1,-3.381260613,6.005578661,-4.419234907,0.000646604,0.01322168,-0.158742478,5,5,Down
AP1AR,SMC1,-1.049996454,6.869626829,-4.416257977,0.000650218,0.01322168,-0.360682084,5,5,Down
CPE,SMC1,-1.852798409,9.081506825,-4.415405434,0.000651257,0.01322168,-0.461382269,5,5,Down
ZNF385D,SMC1,2.79473282,6.715645241,4.414407796,0.000652475,0.01322168,-0.404121458,5,5,Up
FAM172A,SMC1,0.876582764,7.996274364,4.412993168,0.000654206,0.01322168,-0.479450081,5,5,Up
FIGN,SMC1,-1.641071666,5.964916919,-4.412209189,0.000655168,0.01322168,-0.220076068,5,5,Down
C20orf194,SMC1,-1.480832485,7.253084999,-4.410096482,0.000657766,0.013229863,-0.389206455,5,5,Down
RNASE4,SMC1,1.592116874,5.327358276,4.407644388,0.000660795,0.013246626,-0.273482881,5,5,Up
PLPP3,SMC1,1.565609775,9.339455086,4.402659506,0.000666996,0.013326671,-0.508164905,5,5,Up
NOCT,SMC1,0.971295733,7.661361485,4.395968886,0.000675414,0.01345033,-0.502308569,5,5,Up
THY1,SMC1,-2.68676133,5.17554885,-4.388441371,0.000685017,0.013572943,-0.180415663,5,5,Down
KLF11,SMC1,-2.642895259,5.27830136,-4.387622006,0.00068607,0.013572943,-0.181113211,5,5,Down
PAWR,SMC1,-1.176811328,8.504163339,-4.384742381,0.000689787,0.013586296,-0.516868999,5,5,Down
MMP2,SMC1,3.719727294,6.452579079,4.383613977,0.000691248,0.013586296,-0.375363077,5,5,Up
EGLN1,SMC1,1.170427032,6.556720066,4.372737481,0.000705504,0.013821474,-0.481351681,5,5,Up
ANKRD33B,SMC1,-1.219909439,7.515495601,-4.363126413,0.000718354,0.013971946,-0.509507546,5,5,Down
CD34,SMC1,2.761086975,4.346594007,4.362581544,0.00071909,0.013971946,-0.230585544,5,5,Up
ABCA9,SMC1,4.496148179,5.493330191,4.36176878,0.000720189,0.013971946,-0.226919514,5,5,Up
BIRC2,SMC1,1.73566882,5.840960219,4.358416551,0.000724739,0.013971946,-0.435207972,5,5,Up
NHS,SMC1,-1.266617016,7.124487616,-4.358111909,0.000725154,0.013971946,-0.481932656,5,5,Down
ARHGEF3,SMC1,3.343191497,4.076555726,4.356006251,0.000728029,0.013971946,-0.307472675,5,5,Up
SNX14,SMC1,0.99233815,6.31537106,4.35363767,0.000731277,0.013971946,-0.491509219,5,5,Up
MBNL2,SMC1,-1.009896759,7.456106038,-4.353323075,0.000731709,0.013971946,-0.532433529,5,5,Down
CACNA1C,SMC1,-1.382646972,9.386115764,-4.349649008,0.00073678,0.014024395,-0.595462735,5,5,Down
MIR99AHG,SMC1,1.321537422,7.811427761,4.343819209,0.000744901,0.014134383,-0.607464797,5,5,Up
PI16,SMC1,5.247509076,4.722724815,4.341977539,0.000747486,0.014138962,-0.34847333,5,5,Up
ACO1,SMC1,1.239540414,6.942196843,4.327576712,0.000768016,0.014469869,-0.596541798,5,5,Up
ITPKC,SMC1,2.959287207,5.22591044,4.326361091,0.000769776,0.014469869,-0.378740514,5,5,Up
AC097376.3,SMC1,0.98085222,5.82152613,4.323333432,0.000774176,0.014507387,-0.489203088,5,5,Up
TNFSF10,SMC1,3.339211401,4.072599503,4.317831713,0.000782238,0.014613084,-0.36196282,5,5,Up
STX4,SMC1,1.817255806,4.954164973,4.31580323,0.000785233,0.014623746,-0.378691532,5,5,Up
CASC15,SMC1,-1.926711531,6.678164065,-4.310206681,0.000793555,0.014718734,-0.49718438,5,5,Down
ITGA11,SMC1,2.294317679,4.978199729,4.309100034,0.000795212,0.014718734,-0.390666026,5,5,Up
TMEM132C,SMC1,3.068629678,4.13239891,4.305826812,0.000800132,0.014764514,-0.363250385,5,5,Up
MEG8,SMC1,6.204626592,7.830857628,4.299492277,0.000809743,0.014896309,-0.550507861,5,5,Up
ATP6V0E1,SMC1,1.019178797,6.041738024,4.297619382,0.000812607,0.014903565,-0.567969368,5,5,Up
IPMK,SMC1,-1.225731001,7.30192611,-4.291680727,0.000821759,0.015004459,-0.624108207,5,5,Down
PDIA3,SMC1,1.070837768,7.396367795,4.290827931,0.000823082,0.015004459,-0.69007712,5,5,Up
FHL5,SMC1,-3.045117229,5.730299747,-4.287638053,0.000828049,0.01504955,-0.371319952,5,5,Down
SLIT3,SMC1,-1.794166012,9.387367841,-4.284931407,0.000832289,0.015081172,-0.713438364,5,5,Down
LAMB1,SMC1,2.400741331,6.611723332,4.278830735,0.000841926,0.015210125,-0.657451933,5,5,Up
AMPH,SMC1,2.53427572,5.052327101,4.27164142,0.000853431,0.015349536,-0.431631383,5,5,Up
LINC02062,SMC1,1.045898252,6.702195226,4.270835378,0.000854731,0.015349536,-0.682731955,5,5,Up
PLTP,SMC1,1.065188432,5.681168108,4.263468097,0.000866707,0.015454563,-0.583004423,5,5,Up
ITGA7,SMC1,-2.338742702,5.970382639,-4.262889956,0.000867654,0.015454563,-0.47016289,5,5,Down
PPP1R12B,SMC1,-1.260992438,7.072521124,-4.260997835,0.000870761,0.015454563,-0.669737639,5,5,Down
KLHL23,SMC1,-2.119544519,5.397271259,-4.260716995,0.000871223,0.015454563,-0.409939326,5,5,Down
SPECC1,SMC1,-1.626740742,6.636997838,-4.259404953,0.000873385,0.015454563,-0.596576864,5,5,Down
AL590807.1,SMC1,4.355017814,5.819658183,4.254791499,0.000881033,0.0155443,-0.440228517,5,5,Up
CUBN,SMC1,2.83477476,3.681305476,4.249591505,0.000889735,0.015615874,-0.507873382,5,5,Up
RRBP1,SMC1,0.912871915,8.083617964,4.247917855,0.000892555,0.015615874,-0.792918501,5,5,Up
SGMS2,SMC1,0.958609354,6.68747181,4.246515999,0.000894923,0.015615874,-0.725790687,5,5,Up
SFMBT2,SMC1,-1.554731279,6.414044811,-4.244968379,0.000897546,0.015615874,-0.586092657,5,5,Down
SLC19A2,SMC1,1.716101282,7.335122841,4.244043022,0.000899118,0.015615874,-0.77855415,5,5,Up
AF117829.1,SMC1,1.249697026,6.72694746,4.243161959,0.000900617,0.015615874,-0.739096158,5,5,Up
ENAH,SMC1,-1.327179149,8.607394185,-4.240289479,0.000905523,0.015655951,-0.788605624,5,5,Down
THSD7A,SMC1,5.203588629,3.819042628,4.234956861,0.000914704,0.015769495,-0.554340542,5,5,Up
BX284613.2,SMC1,1.866590644,4.726686649,4.232973612,0.000918143,0.015783683,-0.495396852,5,5,Up
LGR4,SMC1,-1.811482755,7.957941211,-4.22818214,0.000926506,0.015870035,-0.77382587,5,5,Down
CRLF1,SMC1,3.059488842,5.187786821,4.22708812,0.000928426,0.015870035,-0.492239225,5,5,Up
INPP4B,SMC1,-1.912549064,9.042998322,-4.223488062,0.000934774,0.01591781,-0.822441032,5,5,Down
AC008397.1,SMC1,2.589129867,4.393642175,4.222515555,0.000936497,0.01591781,-0.46430557,5,5,Up
CACNB4,SMC1,3.27987475,4.551520662,4.220975997,0.000939231,0.015919431,-0.467946309,5,5,Up
MGP,SMC1,1.35200397,9.421803809,4.217457283,0.000945509,0.015980962,-0.857041788,5,5,Up
AL356124.1,SMC1,2.38617165,4.773059527,4.211075359,0.000957007,0.016041785,-0.514416646,5,5,Up
C3,SMC1,6.862821027,5.660495766,4.209293205,0.000960244,0.016041785,-0.542854988,5,5,Up
MYO1D,SMC1,-1.067655526,8.479254067,-4.209052495,0.000960682,0.016041785,-0.849241507,5,5,Down
NFASC,SMC1,-2.73568736,5.973971264,-4.208782487,0.000961173,0.016041785,-0.549994434,5,5,Down
ADD3,SMC1,2.278523638,6.046728788,4.208108983,0.000962401,0.016041785,-0.732364536,5,5,Up
DPT,SMC1,4.881920216,5.770555283,4.193593597,0.000989245,0.016443822,-0.512682562,5,5,Up
AC135050.3,SMC1,2.666345199,4.751878243,4.191634565,0.000992927,0.016454639,-0.54421395,5,5,Up
TNNI3K,SMC1,1.819306139,4.415684771,4.190349175,0.00099535,0.016454639,-0.533276999,5,5,Up
FGD4,SMC1,-1.723223876,5.491680121,-4.185208659,0.001005102,0.016570452,-0.571149552,5,5,Down
CFAP161,SMC1,2.338243563,7.991141764,4.176031663,0.001022756,0.016774641,-0.928552829,5,5,Up
ARHGEF7,SMC1,-1.366618732,7.3793372,-4.175881501,0.001023047,0.016774641,-0.850714486,5,5,Down
LRRTM3,SMC1,-2.367818849,5.001514241,-4.174304275,0.001026114,0.016779333,-0.545567145,5,5,Down
LRRC8C,SMC1,-1.095049335,6.230697169,-4.169855862,0.001034815,0.016848315,-0.730978322,5,5,Down
B4GALT5,SMC1,1.02857785,7.478565907,4.169295201,0.001035917,0.016848315,-0.923347159,5,5,Up
RMDN2-AS1,SMC1,4.528917479,4.119836186,4.164839579,0.001044718,0.016945775,-0.641003955,5,5,Up
TDRP,SMC1,-1.191564666,5.873783692,-4.14380741,0.001087309,0.017577175,-0.712890469,5,5,Down
FOXP1,SMC1,-0.850974747,9.020632688,-4.142762624,0.00108947,0.017577175,-0.98795746,5,5,Down
ECHDC1,SMC1,1.591609712,5.05586985,4.135957526,0.001103658,0.017758593,-0.728216763,5,5,Up
ACSL3,SMC1,0.980581885,7.941833413,4.134098903,0.001107566,0.017774076,-1.00572138,5,5,Up
CCNG2,SMC1,1.555374262,6.701079709,4.130294042,0.00111561,0.017855681,-0.952079723,5,5,Up
LINC00924,SMC1,-2.37880562,5.9496441,-4.128073761,0.001120332,0.017883818,-0.696129642,5,5,Down
B4GALT1,SMC1,0.931001618,8.682453994,4.121086193,0.001135327,0.018075358,-1.040462214,5,5,Up
ULK4,SMC1,1.17434853,5.262361026,4.113967068,0.001150815,0.018222425,-0.799279653,5,5,Up
ISLR,SMC1,3.222957069,5.478303843,4.113784732,0.001151215,0.018222425,-0.707400531,5,5,Up
CALM2,SMC1,-1.041506275,8.433057608,-4.112686706,0.001153624,0.018222425,-1.030878128,5,5,Down
CHST15,SMC1,-1.587293623,7.055419468,-4.109773011,0.001160041,0.018275952,-0.926138186,5,5,Down
AL078604.4,SMC1,5.802754893,8.182990537,4.107033418,0.001166109,0.018289202,-0.986142411,5,5,Up
PCOLCE,SMC1,1.846358766,6.627206585,4.106657295,0.001166944,0.018289202,-0.989977557,5,5,Up
CAVIN2,SMC1,-2.854851821,4.91402624,-4.101862237,0.001177651,0.01839038,-0.685983226,5,5,Down
AHNAK,SMC1,0.834445665,8.713695094,4.10104035,0.001179496,0.01839038,-1.078295547,5,5,Up
HSP90B1,SMC1,1.117896701,8.012142877,4.098340661,0.001185577,0.018437563,-1.076457755,5,5,Up
RFX3-AS1,SMC1,1.379414225,5.835844962,4.094562168,0.001194144,0.018510193,-0.926746498,5,5,Up
TANC1,SMC1,-1.498944593,7.952460583,-4.093578917,0.001196383,0.018510193,-1.037227952,5,5,Down
TXNIP,SMC1,1.338960553,6.935366631,4.090359785,0.001203745,0.018560994,-1.044603887,5,5,Up
PELI1,SMC1,-1.12295418,7.258431036,-4.089205481,0.001206396,0.018560994,-1.01128994,5,5,Down
VCAN-AS1,SMC1,4.621494263,3.484560327,4.087576203,0.001210149,0.018560994,-0.799013017,5,5,Up
TNFAIP6,SMC1,5.699117,8.158336841,4.086786891,0.001211971,0.018560994,-1.022947456,5,5,Up
MFAP4,SMC1,1.242489381,7.028522474,4.080345321,0.001226947,0.018742774,-1.069198877,5,5,Up
ECM1,SMC1,1.904940427,5.674383009,4.07667158,0.001235572,0.018826878,-0.93460811,5,5,Up
FNBP1L,SMC1,-1.685432285,5.489948485,-4.072985175,0.00124429,0.018911961,-0.777509361,5,5,Down
NAV1,SMC1,1.214011956,6.436342979,4.06103199,0.001272995,0.019226186,-1.056953946,5,5,Up
MFAP5,SMC1,5.056449161,5.890058383,4.060780993,0.001273605,0.019226186,-0.741022085,5,5,Up
LRRC32,SMC1,-1.645367796,6.168977963,-4.060403164,0.001274523,0.019226186,-0.90258112,5,5,Down
COPB1,SMC1,0.841142981,6.386827459,4.057747979,0.001280999,0.019275682,-1.052960459,5,5,Up
SRPX2,SMC1,2.475182857,5.504658417,4.052668052,0.001293483,0.019304467,-0.933549668,5,5,Up
FNDC1,SMC1,4.085780664,4.26116487,4.052188543,0.001294667,0.019304467,-0.803450455,5,5,Up
LAMA2,SMC1,5.942107096,7.861754921,4.052165348,0.001294725,0.019304467,-1.035937228,5,5,Up
ACTN1,SMC1,-1.769737474,7.251037122,-4.050613567,0.001298567,0.019304467,-1.058924199,5,5,Down
ALDH1A1,SMC1,1.672877053,6.201112179,4.050475715,0.001298908,0.019304467,-1.054540706,5,5,Up
ADD1,SMC1,-1.192446669,6.361891767,-4.044645716,0.001313451,0.019472638,-0.994941241,5,5,Down
PDE1C,SMC1,-1.365137487,8.01440847,-4.034280906,0.001339719,0.019813387,-1.156953095,5,5,Down
MT2A,SMC1,-1.818954813,9.715017982,-4.031784867,0.001346124,0.019859448,-1.197108961,5,5,Down
LPIN1,SMC1,1.021324883,5.767418023,4.028639382,0.001354241,0.019882668,-1.033773504,5,5,Up
