sample,r,theo,border,trans,iso
1603Veh,807.659149169922,2049302.67500784,3086941.86397213,3320016.43113941,2970438.91424687
1603Veh,809.274467468262,2057508.08291857,3096223.83182416,3329533.87587123,2978475.79423916
1603Veh,810.889785766602,2065729.8852507,3104737.32927697,3339467.93832169,2986912.26038821
1603Veh,812.505104064941,2073968.08200423,3114528.7999765,3349772.21316988,2995792.94184251
1603Veh,814.120422363281,2082222.67317916,3124147.7337474,3359678.91868968,3004248.19997652
1603Veh,815.735740661621,2090493.65877549,3133054.95268772,3369539.44527669,3012799.73500716
1603Veh,817.351058959961,2098781.03879323,3146069.97199835,3379021.19566125,3020900.12748717
1603Veh,818.966377258301,2107084.81323236,3157119.50800613,3389511.43878137,3029937.25386654
1603Veh,820.581695556641,2115404.98209289,3167249.94449873,3398777.19093011,3037854.082483
1603Veh,822.197013854981,2123741.54537482,3176215.52636004,3408554.0815409,3046301.08173067
1603Veh,823.81233215332,2132094.50307815,3184941.15347567,3418058.20004459,3054488.84048862
1603Veh,825.42765045166,2140463.85520288,3195106.50906538,3428340.40778545,3063030.90444867
1603Veh,827.04296875,2148849.60174902,3204028.46279111,3438449.08111851,3071861.56052699
1460EP,0,0,0,0,0
1460EP,1.09273529052734,3.75128284414775,61.1950222175334,61.2220794794033,61.1950222175334
1460EP,2.18547058105469,15.005131376591,324.457734641022,323.715781015718,323.459403149819
1460EP,3.27820587158203,33.7615455973298,526.147677796252,525.091457802507,524.528761864572
1460EP,4.37094116210938,60.0205255063641,815.528900584191,814.172369273769,813.019580890086
1460EP,5.46367645263672,93.7820711036939,1052.2953555925,1050.81234000626,1049.05752372914
1460EP,6.55641174316406,135.046182389319,1262.75442671101,1270.04159015651,1276.29657721569
1460EP,7.64914703369141,183.81285936324,1481.98262579278,1489.40706621667,1494.8502279926
1460EP,8.74188232421875,240.082102025456,1701.21082487455,1708.94317516128,1713.4038787695
1460EP,9.83461761474609,303.853910375968,1964.28466377268,1981.25846830881,1993.1171187464
1460EP,10.9273529052734,375.128284414775,2192.28199081772,2209.84209924869,2220.41291555438
1460EP,12.0200881958008,453.905224141878,2402.74106193622,2420.93606278942,2430.22442030021
1460EP,13.1128234863281,540.184729557277,2595.66187712818,2614.60556058669,2622.55163298389
1460EP,14.2055587768555,633.966800660971,2885.04309991612,2905.19882275006,2911.0424520094
1460EP,15.2982940673828,735.25143745296,3175.45598481738,3187.07611177601,3190.79112500384
1460EP,16.3910293579102,844.038639933245,3430.54801683872,3442.72253155906,3444.31335990505
1460EP,17.4837646484375,960.328408101825,3799.99164942135,3813.13790587882,3811.48349321025
1460EP,18.5764999389648,1084.1207419587,4125.45389717272,4139.79791341146,4134.94289636007
1460EP,19.6692352294922,1215.41564150387,4521.28636065411,4537.26483176978,4528.3394677585
1460EP,20.7619705200195,1354.21310673734,4749.98956177669,4767.06108741847,4755.63526456648
1460EP,21.8547058105469,1500.5131376591,5093.04436346057,5111.8540289374,5096.57895977845
1460EP,22.9474411010742,1654.31573426916,5400.91405727943,5421.46487471089,5402.55407086612
1460EP,24.0401763916016,1815.62089656751,5717.58002806454,5740.20160592404,5717.27132798486
1460EP,25.1329116821289,1984.42862455416,6148.59759941094,6174.24100128306,6145.63648350759
1460EP,26.2256469726563,2160.73891822911,6658.78166345362,6697.10523248528,6670.15174044401
1460EP,27.3183822631836,2344.55177759235,7124.98434266504,7167.18226875527,7133.48548009105
1460EP,28.4111175537109,2535.86720264388,7679.14979153899,7735.10188603342,7697.44531711372
1460EP,29.5038528442383,2734.68519338371,8153.0014072428,8214.60486684867,8170.39471497095
1460EP,30.5965881347656,2941.00574981184,8814.77100198653,8889.77656215936,8839.58627726126
1460EP,31.689323425293,3154.82887192826,9317.71589399177,9414.29809903476,9365.10977553205
1460EP,32.7820587158203,3376.15455973298,9842.40366240167,9939.0974683733,9881.84903738435
1460EP,33.8747940063477,3604.98281322599,10373.4686082147,10472.9228790328,10406.3777992489
1460EP,34.967529296875,3841.3136324073,10983.0039316981,11078.6587054241,11000.8437293621
1460EP,36.0602645874023,4085.1470172769,11613.3946181578,11711.4850158886,11621.5360975685
1460EP,37.1529998779297,4336.4829678348,12217.149078429,12326.4808513123,12227.2162316052
1460EP,38.245735168457,4595.321484081,12794.2673125117,12924.2473623389,12823.2068866592
1460EP,39.3384704589844,4861.66256601549,13522.3241616623,13665.0079853076,13554.3836617433
1460EP,40.4312057495117,5135.50621363828,14277.0172370013,14432.9373737176,14308.6289745022
1460EP,41.5239410400391,5416.85242694936,14934.0441496494,15094.1812315295,14955.5477808019
1460EP,42.6166763305664,5705.70120594873,15631.0393181037,15764.8522565982,15611.2087331326
1460EP,43.7094116210938,6002.05255063641,16245.5930006958,16409.1280811706,16244.9484174553
1460EP,44.8021469116211,6305.90646101238,17029.3716103785,17206.1675330623,17028.8588753673
1460EP,45.8948822021484,6617.26293707664,17869.1664157218,18056.7865847344,17868.0704697187
1460EP,46.9876174926758,6936.1219788292,18637.5405715978,18845.4866226651,18644.4279931986
1460EP,48.0803527832031,7262.48358627005,19254.0268129402,19472.9947054164,19262.4560054189
1460EP,49.1730880737305,7596.3477593992,19977.7280527769,20244.6866524402,20030.5627282506
1460EP,50.2658233642578,7937.71449821665,20933.7284560181,21241.4281897821,21018.1676552347
1460EP,51.3585586547852,8286.58380272239,21663.0102872591,21986.6957224705,21744.2973063377
1460EP,52.4512939453125,8642.95567291643,22477.8280071184,22841.0122887735,22593.3644461838
1460EP,53.5440292358399,9006.83010879876,23179.1362409405,23551.6976592651,23287.7645672806
1460EP,54.6367645263672,9378.20711036939,23988.3380491967,24388.928347334,24114.3058632001
1460EP,55.7294998168945,9757.08667762831,24842.4955134672,25252.9848316598,24954.6624811021
1460EP,56.8222351074219,10143.4688105755,25723.6263713463,26144.78211571,25824.474085535
1460EP,57.9149703979492,10537.353509211,26730.6330660652,27154.788733339,26803.5944410156
1460EP,59.0077056884766,10938.7407735349,27683.692973567,28128.5045273454,27753.2676800863
1460EP,60.1004409790039,11347.630603547,28627.761749866,29094.5245966544,28695.9452054949
1460EP,61.1931762695313,11764.0229992474,29598.8039197735,30088.4036248164,29663.8826070332
1460EP,62.2859115600586,12187.9179606361,30443.9702528411,30946.9905785027,30499.0598713137
1460EP,63.3786468505859,12619.315487713,31397.0301603429,31922.933681007,31450.9347796467
1460EP,64.4713821411133,13058.2155804783,32296.1432806277,32836.979568427,32336.2145691576
1460EP,65.5641174316406,13504.6182389319,33303.1499753466,33887.160742235,33357.6126184791
1460EP,66.656852722168,13958.5234630738,34491.2351981635,35038.0973160678,34467.8651644258
1460EP,67.7495880126953,14419.931252904,35366.1436223847,35926.4061264382,35324.7847374766
1460EP,68.8423233032227,14888.8416084224,36275.0338138215,36941.8714787403,36326.086911715
1460EP,69.93505859375,15365.2545296292,37197.9705683762,37903.800759966,37263.2272965183
1460EP,71.0277938842773,15849.1700165243,38211.3913184755,38992.6556953947,38348.3641547293
1460EP,72.1205291748047,16340.5880691076,39270.054066347,40109.9741422299,39455.2324646659
1460EP,73.213264465332,16839.5086873793,40645.4107986246,41509.5127073716,40811.4165433211
1460EP,74.3059997558594,17345.9318713392,41785.5091424863,42710.1060282888,41989.0187503157
1460EP,75.3987350463867,17859.8576209875,42999.2088450242,43866.0539672872,43114.2801023598
1460EP,76.4914703369141,18381.285936324,44242.8000655791,45185.9263491345,44417.4021670098
1460EP,77.5842056274414,18910.2168173488,45386.5408961624,46379.5459727153,45588.9200244735
1460EP,78.6769409179688,19446.650264062,46711.8278903303,47747.2692030272,46918.2628388798
1460EP,79.7696762084961,19990.5862764634,48055.2695008567,49115.2182849996,48237.8805846069
1460EP,80.8624114990234,20542.0248545531,49153.6237905438,50256.4635819909,49345.1726065981
1460EP,81.9551467895508,21100.9659983311,50522.3189379278,51636.2407831021,50679.6664747961
1460EP,83.0478820800781,21667.4097077974,51788.1088320107,52925.6767407666,51918.3651850408
1460EP,84.1406173706055,22241.355982952,52944.6219007052,54124.3254102385,53079.8801847285
1460EP,85.2333526611328,22822.8048237949,54201.3053926724,55414.116650815,54328.9800442548
1460EP,86.3260879516602,23411.7562303261,55330.4992550197,56576.5091102792,55450.9814411291
1460EP,87.4188232421875,24008.2102025456,56504.2002916946,57951.3362187987,56781.5960187381
1460EP,88.5115585327148,24612.1667404534,57838.0100318058,59317.0277465226,58094.8775255509
1460EP,89.6042938232422,25223.6258440495,59336.262068643,60866.2788601732,59596.2818210973
1460EP,90.6970291137695,25842.5875133339,60660.9361256027,62224.5741238102,60905.3755564791
1460EP,91.7897644042969,26469.0517483066,62277.2152947674,63841.1790028047,62448.7589579847
1460EP,92.8824996948242,27103.0185489675,63766.0336109769,65321.4880239839,63870.0492512242
1460EP,93.9752349853516,27744.4879153168,65154.4504927732,66728.3737573615,65212.5318404986
1460EP,95.0679702758789,28393.4598473544,66579.6466297164,68200.5180013691,66620.5743639468
1460EP,96.1607055664063,29049.9343450802,68188.7390423943,69931.3450264441,68291.8384465251
1460EP,97.2534408569336,29713.9114084944,69480.1924333487,71276.3029474657,69582.3930868074
1460EP,98.3461761474609,30385.3910375968,70670.1744864425,72492.6167524008,70743.1844855034
1460EP,99.4389114379883,31064.3732323876,72136.8965518836,74032.1564019903,72233.2496704266
1460EP,100.531646728516,31750.8579928666,73723.5392893419,75681.446418395,73822.8307162664
1460EP,101.624382019043,32444.8453190339,74978.0940119834,77038.0802111018,75151.234720834
1460EP,102.71711730957,33146.3352108896,76435.5914103462,78517.4377029121,76559.4029040485
1460EP,103.809852600098,33855.3276684335,77874.6394745526,80023.7621828011,78007.5232205881
1460EP,104.902587890625,34571.8226916657,79553.5288827934,81790.4813083663,79718.3027094899
1460EP,105.995323181152,35295.8202805862,81389.2376313643,83668.0325548077,81505.932580601
1460EP,107.08805847168,36027.320435195,82948.2063675879,85334.4721016253,83140.9800823094
1460EP,108.180793762207,36766.3231554921,84625.1126226457,87095.4759960437,84816.64921732
1460EP,109.273529052734,37512.8284414776,86136.5648279265,88827.8187376651,86493.8679224735
1460EP,110.366264343262,38266.8362931513,87547.8785989564,90292.3062601514,87900.4441304708
1460EP,111.458999633789,39028.3467105132,89284.1659356841,92082.8178801222,89617.1014987394
1460EP,112.551734924316,39797.3596935635,90992.5983953519,93828.9674387854,91277.2823606777
1460EP,113.644470214844,40573.8752423021,92682.4609369798,95614.2097884726,92985.6138193347
1460EP,114.737205505371,41357.893356729,94483.742986847,97482.9634422947,94770.1985086816
1460EP,115.829940795898,42149.4140368442,96006.4762661162,99118.5918676733,96348.9075820666
1460EP,116.922676086426,42948.4372826476,97817.0432750033,101015.034647247,98178.949805483
1460EP,118.015411376953,43754.9630941394,99553.3306117309,102841.708291939,99924.3471405656
1460EP,119.10814666748,44568.9914713195,100955.970276308,104574.992868418,101589.097459046
1460EP,120.200881958008,45390.5224141878,102526.90768558,106225.596391941,103191.775439587
1460EP,121.293617248535,46219.5559227445,104158.486425043,107950.811275178,104853.005448265
1460EP,122.386352539063,47056.0919969894,105930.718504116,109826.719356455,106652.002985876
1460EP,123.47908782959,47900.1306369227,107665.443025959,111657.187664359,108409.120630691
1460EP,124.571823120117,48751.6718425442,109263.799011916,113490.551249957,110173.827224179
1460EP,125.664558410645,49610.7156138541,111145.386733836,115474.718545199,112073.510900072
1460EP,126.757293701172,50477.2619508522,112914.079192442,117338.032284898,113851.794260227
1460EP,127.850028991699,51351.3108535386,114459.669106876,119014.14531739,115455.847390876
1460EP,128.942764282227,52232.8623219133,116413.582310333,121084.600626708,117443.384515923
1460EP,130.035499572754,53121.9163559764,118452.448261767,123250.047825758,119526.085241577
1460EP,131.128234863281,54018.4729557277,120368.604688346,125248.358621287,121427.188462642
1460EP,132.220970153809,54922.5321211673,122180.96144249,127332.606328262,123417.915570694
1460EP,133.313705444336,55834.0938522952,124112.975715358,129382.081534114,125378.278813761
1460EP,134.406440734863,56753.1581491114,126054.460646426,131421.767911226,127310.840666749
1460EP,135.499176025391,57679.7250116159,128081.181501297,133547.035089459,129332.678786375
1460EP,136.591911315918,58613.7944398087,130098.431697968,135629.160723853,131304.50812626
1460EP,137.684646606445,59555.3664336898,132125.152552839,137757.684000587,133333.332829677
1460EP,138.777381896973,60504.4409932591,134227.638673313,139980.37466849,135462.550413438
1460EP,139.8701171875,61461.0181185168,136244.888869984,142053.995340055,137425.657144586
1460EP,140.962852478027,62425.0978094628,138432.610914261,144281.77356264,139505.103529599
1460EP,142.055587768555,63396.6800660971,140241.506630524,146176.689409236,141296.721116265
1460EP,143.148323059082,64375.7648884196,142164.398664055,148225.815412893,143232.518719651
1460EP,144.241058349609,65362.3522764305,144292.92117597,150409.807203402,145272.419080086
1460EP,145.333793640137,66356.4422301296,146183.885371822,152405.419723732,147164.673108718
1460EP,146.426528930664,67358.0347495171,148047.36295446,154458.12684904,149127.341498237
1460EP,147.519264221191,68367.1298345928,150173.493939703,156655.258512029,151180.747016974
1460EP,148.611999511719,69383.7274853569,152509.37775757,159091.568025689,153479.690227399
1460EP,149.704734802246,70407.8277018092,154664.111401807,161320.389002926,155566.601095717
1460EP,150.797470092773,71439.4304839498,156733.03706906,163464.399254201,157568.900549096
1460EP,151.890205383301,72478.5358317788,158944.976031286,165791.352496989,159767.924398466
1460EP,152.982940673828,73525.143745296,160838.561941607,168163.343881726,162013.295764736
1460EP,154.075675964355,74579.2542245015,162924.020009963,170416.261317154,164160.413650684
1460EP,155.168411254883,75640.8672693953,165114.707613878,172727.7757191,166343.593034229
1460EP,156.26114654541,76709.9828799774,167209.732003649,174954.029512367,168446.481765902
1460EP,157.353881835938,77786.6010562478,169448.251214637,177354.247222666,170722.914856263
1460EP,158.446617126465,78870.7217982065,171705.903068453,179812.772743068,173057.644371897
1460EP,159.539352416992,79962.3451058535,173802.575709549,181824.931850246,174937.239357102
1460EP,160.63208770752,81061.4709791888,176000.664285099,184152.828583705,177119.807172421
1460EP,161.724822998047,82168.0994182124,178409.922942143,186662.54313508,179473.744725162
1460EP,162.817558288574,83282.2304229243,180661.633751022,188980.365973798,181641.158455799
1460EP,163.910293579102,84403.8639933245,182905.698185609,191311.369985714,183823.88886447
1460EP,165.003028869629,85533.0001294129,185091.975553211,193615.660678459,185990.419094928
1460EP,166.095764160156,86669.6388311897,187364.933521291,195996.477339396,188212.138972456
1460EP,167.188499450684,87813.7800986548,189608.997955878,198344.69537674,190408.846442222
1460EP,168.281234741211,88965.4239318082,191804.906501311,200710.240713761,192642.817525715
1460EP,169.373970031738,90124.5703306498,193636.304449044,203181.971853308,195034.308112891
1460EP,170.466705322266,91291.2192951798,195945.985377492,205625.580858538,197323.953008755
1460EP,171.559440612793,92465.370825398,198014.067882463,207813.796317154,199376.07035458
1460EP,172.65217590332,93647.0249213045,200468.707864998,210487.911905384,201911.64524711
1460EP,173.744911193848,94836.1815828994,202807.380604264,212968.434001396,204227.277027588
1460EP,174.837646484375,96032.8408101825,205136.389406591,215448.744487336,206557.351444898
1460EP,175.930381774902,97237.002603154,207620.021199943,218055.734551609,208990.125784972
1460EP,177.02311706543,98448.6669618137,209852.390632879,220460.693492869,211253.996476203
1460EP,178.115852355957,99667.8338861617,212422.997858683,223135.50950529,213723.468782272
1460EP,179.208587646484,100894.503376198,215164.950314518,225846.411285962,216299.99720522
1460EP,180.301322937012,102128.675431923,217283.494799616,228249.234048578,218545.631850769
1460EP,181.394058227539,103370.350053336,219531.154434147,230738.666915478,220902.565073824
1460EP,182.486793518066,104619.527240437,221662.052529222,233028.711958498,223069.880183645
1460EP,183.579528808594,105876.206993226,223831.871137448,235317.491196537,225193.947031372
1460EP,184.672264099121,107140.389311704,226036.296902988,237601.220148478,227335.524115531
1460EP,185.764999389648,108412.07419587,228574.823843284,240330.436274001,229873.74246076
1460EP,186.857734680176,109691.261645724,231113.350783579,243059.634220476,232425.516182279
1460EP,187.950469970703,110977.951661267,233622.587028409,245665.399381804,234824.676030719
1460EP,189.04320526123,112272.144242498,236073.24188231,248299.429213858,237280.679989465
1460EP,190.135940551758,113573.839389417,238523.425391686,251101.55326985,239886.470552033
1460EP,191.228675842285,114883.037102025,241158.880966744,253935.010066663,242511.564831011
1460EP,192.321411132813,116199.737380321,243617.986354623,256567.03558309,244952.212877787
1460EP,193.41414642334,117523.940224305,246214.252999197,259317.386544897,247498.372901537
1460EP,194.506881713867,118855.645633977,248712.547317561,261892.866599643,249835.811757558
1460EP,195.599617004395,120194.853609338,251171.65270544,264528.58214695,252262.440054176
1460EP,196.692352294922,121541.564150387,253581.771930214,267166.365907339,254711.043474925
1460EP,197.785087585449,122895.777257125,255913.51329402,269746.073581109,257115.332284881
1460EP,198.877822875977,124257.49292955,258372.6186819,272293.27454297,259431.540486445
1460EP,199.970558166504,125626.711167664,260898.609675182,274954.95747851,261906.438154791
1460EP,201.063293457031,127003.431971466,262948.87882465,277375.868803446,264117.81564092
1460EP,202.156028747559,128387.655340957,265681.558326204,280283.782845383,266796.649807113
1460EP,203.248764038086,129779.381276136,268374.776751923,283302.823705627,269648.307842319
1460EP,204.341499328613,131178.609777003,271077.860446602,286088.378136303,272189.744541107
1460EP,205.434234619141,132585.340843558,273830.270486073,289051.613485671,274934.658486877
1460EP,206.526969909668,133999.574475802,276651.737408256,292053.63194545,277700.753364555
1460EP,207.619705200195,135421.310673734,279394.282178769,295014.239662287,280442.494164218
1460EP,208.712440490723,136850.549437354,281654.734973165,297944.186434447,283173.19651826
1460EP,209.80517578125,138287.290766663,284317.738864339,300845.30188517,285851.016245798
1460EP,210.897911071777,139731.53466166,286852.047400177,303601.62971732,288396.992755219
1460EP,211.990646362305,141183.281122345,289475.452720478,306427.396642706,290978.645605274
1460EP,213.083381652832,142642.530148718,292385.947679605,309490.834633801,293762.908091073
1460EP,214.176116943359,144109.28174078,295266.743710577,312489.284858494,296477.364795433
1460EP,215.268852233887,145583.53589853,298305.934025039,315746.499075679,299469.239714045
1460EP,216.361587524414,147065.292621969,300879.84113175,318601.498528406,302118.737836158
1460EP,217.454322814941,148554.551911095,303481.612617439,321421.573400305,304723.919355717
1460EP,218.547058105469,150051.31376591,306342.678591246,324553.328363891,307600.902318305
1460EP,219.639793395996,151555.578186413,308902.963153162,327718.407448931,310502.386014418
1460EP,220.732528686523,153067.345172605,311734.191499367,330768.520754194,313269.898770892
1460EP,221.825263977051,154586.614724485,314752.656653728,333951.842055623,316167.4855953
1460EP,222.917999267578,156113.386842053,317663.883628689,337036.338571525,318975.814360571
1460EP,224.010734558106,157647.661525309,320284.988327796,339862.133857417,321561.128445525
1460EP,225.103469848633,159189.438774254,323056.156273034,342823.930523063,324247.24886051
1460EP,226.19620513916,160738.718588887,325589.138725475,345918.803154647,327088.787180868
1460EP,227.288940429688,162295.500969208,328274.583405904,349029.872645858,329935.563065672
1460EP,228.381675720215,163859.785915218,331237.11314188,352370.492614515,333041.126581645
1460EP,229.474411010742,165431.573426916,333714.313774351,355175.840670258,335625.332034999
1460EP,230.56714630127,167010.863504302,336545.400211461,358327.147271603,338543.601507092
1460EP,231.659881591797,168597.656147377,338749.603223211,360763.377835996,340792.916493573
1460EP,232.752616882324,170191.95135614,341530.134545373,363914.657191735,343702.718969088
1460EP,233.845352172852,171793.749130591,343927.974558551,366828.507703002,346351.513628336
1460EP,234.938087463379,173403.04947073,345771.672055402,369921.512013443,349227.603577993
1460EP,236.030822753906,175019.852376558,348581.986934414,372949.669742646,351971.01602764
1460EP,237.123558044434,176644.157848074,351361.419232337,375920.954368537,354656.379027611
1460EP,238.216293334961,178275.965885278,354387.912178965,379152.438823167,357591.664688827
1460EP,239.309028625488,179915.27648817,357157.050283193,382118.79336295,360286.227000843
1460EP,240.401763916016,181562.089656751,360224.720004605,385525.779773829,363387.079881334
1460EP,241.494499206543,183216.40539102,362609.117298623,388532.076075815,366133.620185305
1460EP,242.58723449707,184878.223690978,365594.95753851,391729.194643073,369047.109095615
1460EP,243.679969787598,186547.544556624,368952.736354991,395398.673734251,372391.118597786
1460EP,244.772705078125,188224.367987958,371886.91845924,398692.187887693,375422.542083168
1460EP,245.865440368652,189908.69398498,374903.75358051,401920.214511084,378348.950611931
1460EP,246.95817565918,191600.522547691,377889.593820396,405157.147093467,381283.051125826
1460EP,248.050910949707,193299.85367609,381102.729857091,408634.528999615,384421.012960002
1460EP,249.143646240234,195006.687370177,383903.845128735,411966.947967124,387459.14618368
1460EP,250.236381530762,196721.023629952,386890.213261979,415294.870199712,390499.739639177
1460EP,251.329116821289,198442.862455416,389660.344701814,418424.578700309,393358.843543146
1460EP,252.421852111816,200172.203846568,392680.647490921,421775.907878946,396383.46401282
1460EP,253.514587402344,201909.047803409,395105.337164318,425334.706024551,399664.482859502
1460EP,254.607322692871,203653.394325937,398083.333020645,428609.166194853,402625.753706187
1460EP,255.700057983398,205405.243414154,401113.943644751,432078.577481579,405803.689019704
1460EP,256.792793273926,207164.59506806,404228.737897305,435476.952033552,408875.835635133
1460EP,257.885528564453,208931.449287653,407638.174849425,439229.240484781,412287.479565646
1460EP,258.97826385498,210705.806072935,410647.739566419,442649.882851159,415397.184585541
1460EP,260.070999145508,212487.665423905,414878.438072926,446037.59806944,418448.919976389
1460EP,261.163734436035,214277.027340564,418005.875575648,449379.058189927,421465.759705719
1460EP,262.256469726563,216073.891822911,420910.681934108,452636.800255413,424435.692560413
1460EP,263.34920501709,217878.258870946,423879.097190928,455955.981857757,427489.797761839
1460EP,264.441940307617,219690.128484669,427027.73765977,459416.759159832,430661.512786692
1460EP,265.534675598145,221509.500664081,430197.581094732,462820.644594756,433715.231876145
1460EP,266.627410888672,223336.375409181,433990.251732991,466527.434385663,437078.36901787
1460EP,267.720146179199,225170.752719969,436607.984224319,469492.299476195,439814.011699825
1460EP,268.812881469727,227012.632596446,440002.523511854,473082.806434236,443047.835985733
1460EP,269.905616760254,228862.01503861,443428.986366357,476771.640586377,446363.576371438
1460EP,270.998352050781,230718.900046464,446387.236905337,479996.745546739,449271.985563768
1460EP,272.091087341309,232583.287620005,449324.205066339,483269.740489895,452244.176830511
1460EP,273.183822631836,234455.177759235,451974.701218502,486334.019542623,454990.56353358
1460EP,274.276557922363,236334.570464153,455349.958351553,490072.667695899,458385.25551991
1460EP,275.369293212891,238221.465734759,458458.185648128,493475.91607126,461455.585981875
1460EP,276.462028503418,240115.863571054,463018.692497616,496811.935125861,464448.905368247
1460EP,277.554763793945,242017.763973037,466117.205954103,500251.027501448,467586.135265694
1460EP,278.647499084473,243927.166940708,469494.478406674,503956.97901496,470946.379142938
1460EP,279.740234375,245844.072474067,472721.649861353,507448.123609327,474080.040772256
1460EP,280.832969665527,247768.480573115,476040.482017397,511443.588753672,477682.049198963
1460EP,281.925704956055,249700.391237851,479849.082823997,515347.497357359,481232.948934407
1460EP,283.018440246582,251639.804468276,483491.56014713,519354.753448188,484858.394560069
1460EP,284.111175537109,253586.720264388,486249.089930997,522690.319733164,487893.982833847
1460EP,285.203910827637,255541.138626189,489582.033105345,526422.84669061,491277.352736721
1460EP,286.296646118164,257503.059553678,492788.696149041,529985.193376009,494509.097338805
1460EP,287.389381408691,259472.483046856,496185.402944632,533639.016712893,497776.491265834
1460EP,288.482116699219,261449.409105722,499500.133314748,537407.882969087,501217.432765094
1460EP,289.574851989746,263433.837730276,502582.403632667,541212.03340357,504618.13142458
1460EP,290.667587280273,265425.768920519,505987.418487572,544955.245951396,508009.727887448
1460EP,291.760322570801,267425.202676449,509679.869661398,548928.270792822,511567.770293812
1460EP,292.853057861328,269432.138998068,513328.099863083,552861.683684799,515079.632232856
1460EP,293.945793151855,271446.577885376,516556.230829422,556431.478056516,518299.933897913
1460EP,295.038528442383,273468.519338371,519850.693253973,560049.134699432,521502.78010403
1460EP,296.13126373291,275497.963357055,523079.990202976,563735.302443131,524806.415240504
1460EP,297.223999023438,277534.909941428,526742.471303886,567714.055109749,528364.724508744
1460EP,298.316734313965,279579.359091488,530160.786998069,571428.964356571,531688.17357694
1460EP,299.409469604492,281631.310807237,533634.594830144,575296.942280049,535165.749074503
1460EP,300.50220489502,283690.765088674,536908.630965806,578981.307418916,538473.207520349
1460EP,301.594940185547,285757.721935799,539916.304839583,582417.355620686,541567.05171828
1460EP,302.687675476074,287832.181348613,545230.266919853,586681.682703765,545412.460999046
1460EP,303.780410766602,289914.143327115,548261.269563362,590702.616710592,549024.235877379
1460EP,304.873146057129,292003.607871305,551866.109028548,594571.311556093,552489.124719453
1460EP,305.965881347656,294100.574981184,556310.972524772,598654.220849274,556162.587186072
1460EP,307.058616638184,296205.044656751,559647.982568894,602385.98983947,559560.716104057
1460EP,308.151351928711,298317.016898006,563496.616578591,606694.821763031,563427.165279474
1460EP,309.244087219238,300436.49170495,566205.194638521,610496.129581961,566863.295665476
1460EP,310.336822509766,302563.469077581,569876.02175697,614679.119565783,570668.631892034
1460EP,311.429557800293,304697.949015901,572758.022920352,618642.547860538,574241.856402457
1460EP,312.52229309082,306839.93151991,576158.331527219,622629.110987655,577855.707637817
1460EP,313.615028381348,308989.416589606,579501.587976252,626405.045502151,581274.443265163
1460EP,314.707763671875,311146.404224991,582101.78607931,630040.017394251,584524.502771991
1460EP,315.800498962402,313310.894426065,585767.847318149,634128.736772579,588208.108734129
1460EP,316.89323425293,315482.887192826,589113.128198589,637947.847202471,591664.122982633
1460EP,317.985969543457,317662.382525276,592366.757548058,641581.143480082,594914.286103488
1460EP,319.078704833984,319849.380423414,596170.296083353,645742.90650826,598623.892534606
1460EP,320.171440124512,322043.880887241,599836.357322191,649617.971331441,602020.145524313
1460EP,321.264175415039,324245.883916755,603399.310588687,653569.244390139,605522.268952095
1460EP,322.356910705566,326455.389511958,607717.183044497,657508.904989206,609063.326307701
1460EP,323.449645996094,328672.39767285,610568.714342171,660992.084231103,612151.960533426
1460EP,324.542381286621,330896.908399429,614199.354212632,665164.852680099,615953.126634162
1460EP,325.635116577148,333128.921691697,617549.530583668,668945.800101337,619383.948350005
1460EP,326.727851867676,335368.437549653,620630.701616149,672981.763922679,623028.783859821
1460EP,327.820587158203,337615.455973298,626093.375301234,677011.294984845,626712.274571089
1460EP,328.913322448731,339869.976962631,629822.446967615,681160.579759728,630449.91922929
1460EP,330.006057739258,342132.000517652,632695.444441128,685022.716504631,633855.609415958
1460EP,331.098793029785,344401.526638361,635544.833532736,689174.737216394,637548.897764564
1460EP,332.191528320313,346678.555324759,639185.511297887,693152.879339922,641074.766707137
1460EP,333.28426361084,348963.086576845,642471.795151203,697636.968709321,645050.919960581
1460EP,334.376998901367,351255.120394619,645894.85919536,702066.30523147,648922.18784633
1460EP,335.469734191895,353554.656778082,649473.55897489,705803.116249474,652202.17856486
1460EP,336.562469482422,355861.695727233,653148.980370083,709927.176232704,655881.841974409
1460EP,337.655204772949,358176.237242072,659279.229438021,714189.067388984,659707.690065405
1460EP,338.747940063477,360498.281322599,663516.741889196,718886.507672845,663872.955976833
1460EP,339.840675354004,362827.827968815,667195.72834394,722971.673575475,667560.404648605
1460EP,340.933410644531,365164.877180719,673890.399297024,727064.563956647,671224.543014842
1460EP,342.026145935059,367509.428958311,678041.976620188,731712.061859921,675353.009297965
1460EP,343.118881225586,369861.483301592,681519.994200654,735730.388040061,678955.229734159
1460EP,344.211616516113,372221.040210561,683839.169548707,740064.16928957,682841.56755139
1460EP,345.304351806641,374588.099685218,687977.435414505,744732.733216603,686978.828886175
1460EP,346.397087097168,376962.661725564,696806.80616156,748988.489966577,690754.027003321
1460EP,347.489822387695,379344.726331598,700887.116170337,753436.393846104,694668.574528521
1460EP,348.582557678223,381734.29350332,704904.844737262,757797.040157615,698535.53695346
1460EP,349.67529296875,384131.36324073,707153.753551259,761829.651030638,702128.514221847
1460EP,350.768028259277,386535.935543829,711047.716141663,766062.099413257,705881.839382299
